gid,경도,위도
다바585537,127.0360778219,36.6808121375
다바585538,127.0360724084,36.6817135992
다바585539,127.0360669946,36.6826150609
다바585540,127.0360615805,36.6835165224
다바585541,127.0360561662,36.6844179838
다바585542,127.0360507517,36.6853194450
다바585543,127.0360453370,36.6862209061
다바585544,127.0360399219,36.6871223671
다바585545,127.0360345067,36.6880238279
다바585546,127.0360290912,36.6889252886
다바585547,127.0360236755,36.6898267491
다바585548,127.0360182595,36.6907282095
다바585549,127.0360128433,36.6916296698
다바585550,127.0360074269,36.6925311300
다바586508,127.0373535322,36.6546740367
다바586509,127.0373481387,36.6555755027
다바586510,127.0373427449,36.6564769684
다바586511,127.0373373509,36.6573784341
다바586512,127.0373319566,36.6582798996
다바586513,127.0373265621,36.6591813649
다바586514,127.0373211674,36.6600828302
다바586515,127.0373157724,36.6609842953
다바586516,127.0373103772,36.6618857602
다바586517,127.0373049817,36.6627872250
다바586518,127.0372995860,36.6636886897
다바586519,127.0372941900,36.6645901542
다바586520,127.0372887939,36.6654916186
다바586521,127.0372833974,36.6663930829
다바586522,127.0372780008,36.6672945470
다바586523,127.0372726039,36.6681960110
다바586524,127.0372672067,36.6690974749
다바586525,127.0372618093,36.6699989386
다바586526,127.0372564117,36.6709004022
다바586527,127.0372510139,36.6718018656
다바586528,127.0372456158,36.6727033289
다바586529,127.0372402174,36.6736047921
다바586530,127.0372348188,36.6745062551
다바586531,127.0372294200,36.6754077180
다바586532,127.0372240210,36.6763091808
다바586533,127.0372186216,36.6772106434
다바586534,127.0372132221,36.6781121059
다바586535,127.0372078223,36.6790135682
다바586536,127.0372024223,36.6799150304
다바586537,127.0371970220,36.6808164925
다바586538,127.0371916215,36.6817179544
다바586539,127.0371862208,36.6826194162
다바586540,127.0371808198,36.6835208778
다바586541,127.0371754186,36.6844223394
다바586542,127.0371700171,36.6853238007
다바586543,127.0371646154,36.6862252620
다바586544,127.0371592135,36.6871267231
다바586545,127.0371538113,36.6880281840
다바586546,127.0371484089,36.6889296449
다바586547,127.0371430062,36.6898311056
다바586548,127.0371376033,36.6907325661
다바586549,127.0371322002,36.6916340265
다바586550,127.0371267968,36.6925354868
다바587508,127.0384723541,36.6546783771
다바587509,127.0384669736,36.6555798432
다바587510,127.0384615929,36.6564813091
다바587511,127.0384562119,36.6573827749
다바587512,127.0384508307,36.6582842405
다바587513,127.0384454492,36.6591857060
다바587514,127.0384400675,36.6600871714
다바587515,127.0384346856,36.6609886366
다바587516,127.0384293034,36.6618901017
다바587517,127.0384239210,36.6627915667
다바587518,127.0384185383,36.6636930315
다바587519,127.0384131554,36.6645944962
다바587520,127.0384077723,36.6654959607
다바587521,127.0384023889,36.6663974251
다바587522,127.0383970053,36.6672988894
다바587523,127.0383916215,36.6682003535
다바587524,127.0383862374,36.6691018175
다바587525,127.0383808530,36.6700032814
다바587526,127.0383754685,36.6709047451
다바587527,127.0383700837,36.6718062087
다바587528,127.0383646986,36.6727076721
다바587529,127.0383593133,36.6736091354
다바587530,127.0383539278,36.6745105986
다바587531,127.0383485420,36.6754120616
다바587532,127.0383431560,36.6763135245
다바587533,127.0383377698,36.6772149873
다바587534,127.0383323833,36.6781164499
다바587535,127.0383269966,36.6790179124
다바587536,127.0383216096,36.6799193747
다바587537,127.0383162224,36.6808208370
다바587538,127.0383108349,36.6817222990
다바587539,127.0383054473,36.6826237610
다바587540,127.0383000593,36.6835252228
다바587541,127.0382946712,36.6844266844
다바587542,127.0382892828,36.6853281459
다바587543,127.0382838941,36.6862296073
다바587544,127.0382785052,36.6871310686
다바587545,127.0382731161,36.6880325297
다바587546,127.0382677268,36.6889339906
다바587547,127.0382623372,36.6898354515
다바587548,127.0382569473,36.6907369122
다바587549,127.0382515572,36.6916383727
다바587550,127.0382461669,36.6925398331
다바587551,127.0382407764,36.6934412934
다바588508,127.0395911762,36.6546827070
다바588509,127.0395858088,36.6555841732
다바588510,127.0395804411,36.6564856393
다바588511,127.0395750731,36.6573871052
다바588512,127.0395697050,36.6582885710
다바588513,127.0395643365,36.6591900366
다바588514,127.0395589679,36.6600915021
다바588515,127.0395535990,36.6609929675
다바588516,127.0395482299,36.6618944327
다바588517,127.0395428605,36.6627958978
다바588518,127.0395374909,36.6636973628
다바588519,127.0395321210,36.6645988276
다바588520,127.0395267510,36.6655002923
다바588521,127.0395213806,36.6664017568
다바588522,127.0395160101,36.6673032213
다바588523,127.0395106393,36.6682046855
다바588524,127.0395052682,36.6691061497
다바588525,127.0394998970,36.6700076137
다바588526,127.0394945254,36.6709090775
다바588527,127.0394891537,36.6718105412
다바588528,127.0394837817,36.6727120048
다바588529,127.0394784094,36.6736134683
다바588530,127.0394730370,36.6745149316
다바588531,127.0394676643,36.6754163948
다바588532,127.0394622913,36.6763178578
다바588533,127.0394569181,36.6772193207
다바588534,127.0394515447,36.6781207835
다바588535,127.0394461710,36.6790222461
다바588536,127.0394407971,36.6799237086
다바588537,127.0394354230,36.6808251709
다바588538,127.0394300486,36.6817266331
다바588539,127.0394246740,36.6826280952
다바588540,127.0394192991,36.6835295571
다바588541,127.0394139240,36.6844310189
다바588542,127.0394085487,36.6853324806
다바588543,127.0394031731,36.6862339421
다바588544,127.0393977973,36.6871354035
다바588545,127.0393924212,36.6880368648
다바588546,127.0393870449,36.6889383259
다바588547,127.0393816684,36.6898397869
다바588548,127.0393762916,36.6907412477
다바588549,127.0393709146,36.6916427084
다바588550,127.0393655373,36.6925441690
다바588551,127.0393601598,36.6934456294
다바589507,127.0407153528,36.6537855599
다바589508,127.0407099986,36.6546870264
다바589509,127.0407046442,36.6555884927
다바589510,127.0406992895,36.6564899589
다바589511,127.0406939346,36.6573914250
다바589512,127.0406885795,36.6582928909
다바589513,127.0406832241,36.6591943567
다바589514,127.0406778685,36.6600958223
다바589515,127.0406725127,36.6609972878
다바589516,127.0406671566,36.6618987532
다바589517,127.0406618003,36.6628002185
다바589518,127.0406564437,36.6637016836
다바589519,127.0406510869,36.6646031485
다바589520,127.0406457299,36.6655046133
다바589521,127.0406403726,36.6664060780
다바589522,127.0406350151,36.6673075426
다바589523,127.0406296573,36.6682090070
다바589524,127.0406242993,36.6691104713
다바589525,127.0406189411,36.6700119354
다바589526,127.0406135826,36.6709133994
다바589527,127.0406082239,36.6718148633
다바589528,127.0406028650,36.6727163270
다바589529,127.0405975058,36.6736177906
다바589530,127.0405921464,36.6745192541
다바589531,127.0405867867,36.6754207174
다바589532,127.0405814268,36.6763221806
다바589533,127.0405760667,36.6772236436
다바589534,127.0405707063,36.6781251065
다바589535,127.0405653457,36.6790265693
다바589536,127.0405599849,36.6799280319
다바589537,127.0405546238,36.6808294944
다바589538,127.0405492625,36.6817309567
다바589539,127.0405439009,36.6826324189
다바589540,127.0405385391,36.6835338810
다바589541,127.0405331771,36.6844353430
다바589542,127.0405278148,36.6853368048
다바589543,127.0405224523,36.6862382664
다바589544,127.0405170895,36.6871397280
다바589545,127.0405117265,36.6880411894
다바589546,127.0405063633,36.6889426506
다바589547,127.0405009998,36.6898441117
다바589548,127.0404956361,36.6907455727
다바589549,127.0404902721,36.6916470335
다바589550,127.0404849080,36.6925484942
다바589551,127.0404795435,36.6934499548
다바589552,127.0404741789,36.6943514152
다바590505,127.0418448439,36.6519869349
다바590506,127.0418395032,36.6528884018
다바590507,127.0418341623,36.6537898686
다바590508,127.0418288212,36.6546913352
다바590509,127.0418234798,36.6555928017
다바590510,127.0418181382,36.6564942680
다바590511,127.0418127964,36.6573957342
다바590512,127.0418074543,36.6582972003
다바590513,127.0418021120,36.6591986662
다바590514,127.0417967694,36.6601001320
다바590515,127.0417914266,36.6610015977
다바590516,127.0417860835,36.6619030632
다바590517,127.0417807403,36.6628045286
다바590518,127.0417753968,36.6637059938
다바590519,127.0417700530,36.6646074589
다바590520,127.0417647090,36.6655089239
다바590521,127.0417593648,36.6664103887
다바590522,127.0417540203,36.6673118534
다바590523,127.0417486756,36.6682133180
다바590524,127.0417433307,36.6691147824
다바590525,127.0417379855,36.6700162467
다바590526,127.0417326401,36.6709177108
다바590527,127.0417272944,36.6718191748
다바590528,127.0417219486,36.6727206387
다바590529,127.0417166024,36.6736221024
다바590530,127.0417112561,36.6745235660
다바590531,127.0417059095,36.6754250295
다바590532,127.0417005626,36.6763264928
다바590533,127.0416952155,36.6772279560
다바590534,127.0416898682,36.6781294190
다바590535,127.0416845207,36.6790308819
다바590536,127.0416791729,36.6799323447
다바590537,127.0416738249,36.6808338073
다바590538,127.0416684766,36.6817352698
다바590539,127.0416631281,36.6826367322
다바590540,127.0416577793,36.6835381944
다바590541,127.0416524304,36.6844396565
다바590542,127.0416470811,36.6853411184
다바590543,127.0416417317,36.6862425802
다바590544,127.0416363820,36.6871440419
다바590545,127.0416310321,36.6880455034
다바590546,127.0416256819,36.6889469648
다바590547,127.0416203315,36.6898484261
다바590548,127.0416149808,36.6907498872
다바590549,127.0416096300,36.6916513482
다바590550,127.0416042788,36.6925528090
다바590551,127.0415989275,36.6934542697
다바590552,127.0415935759,36.6943557303
다바590553,127.0415882240,36.6952571907
다바590554,127.0415828720,36.6961586510
다바591504,127.0429689550,36.6510897657
다바591505,127.0429636276,36.6519912329
다바591506,127.0429583000,36.6528926999
다바591507,127.0429529721,36.6537941668
다바591508,127.0429476440,36.6546956336
다바591509,127.0429423157,36.6555971002
다바591510,127.0429369871,36.6564985667
다바591511,127.0429316583,36.6574000330
다바591512,127.0429263293,36.6583014992
다바591513,127.0429210000,36.6592029653
다바591514,127.0429156705,36.6601044312
다바591515,127.0429103407,36.6610058970
다바591516,127.0429050107,36.6619073627
다바591517,127.0428996805,36.6628088282
다바591518,127.0428943500,36.6637102936
다바591519,127.0428890193,36.6646117588
다바591520,127.0428836884,36.6655132239
다바591521,127.0428783572,36.6664146889
다바591522,127.0428730258,36.6673161537
다바591523,127.0428676942,36.6682176184
다바591524,127.0428623623,36.6691190830
다바591525,127.0428570302,36.6700205474
다바591526,127.0428516978,36.6709220117
다바591527,127.0428463652,36.6718234758
다바591528,127.0428410324,36.6727249398
다바591529,127.0428356993,36.6736264037
다바591530,127.0428303660,36.6745278674
다바591531,127.0428250324,36.6754293310
다바591532,127.0428196986,36.6763307945
다바591533,127.0428143646,36.6772322578
다바591534,127.0428090304,36.6781337210
다바591535,127.0428036959,36.6790351840
다바591536,127.0427983611,36.6799366470
다바591537,127.0427930262,36.6808381097
다바591538,127.0427876909,36.6817395724
다바591539,127.0427823555,36.6826410349
다바591540,127.0427770198,36.6835424972
다바591541,127.0427716839,36.6844439594
다바591542,127.0427663477,36.6853454215
다바591543,127.0427610113,36.6862468835
다바591544,127.0427556747,36.6871483453
다바591545,127.0427503378,36.6880498070
다바591546,127.0427450007,36.6889512685
다바591547,127.0427396634,36.6898527299
다바591548,127.0427343258,36.6907541911
다바591549,127.0427289880,36.6916556523
다바591550,127.0427236499,36.6925571132
다바591551,127.0427183117,36.6934585741
다바591552,127.0427129731,36.6943600348
다바591553,127.0427076344,36.6952614954
다바591554,127.0427022954,36.6961629558
다바592504,127.0440877259,36.6510940530
다바592505,127.0440824116,36.6519955203
다바592506,127.0440770970,36.6528969875
다바592507,127.0440717822,36.6537984545
다바592508,127.0440664671,36.6546999214
다바592509,127.0440611518,36.6556013882
다바592510,127.0440558363,36.6565028548
다바592511,127.0440505205,36.6574043213
다바592512,127.0440452045,36.6583057876
다바592513,127.0440398883,36.6592072538
다바592514,127.0440345718,36.6601087199
다바592515,127.0440292551,36.6610101858
다바592516,127.0440239382,36.6619116516
다바592517,127.0440186210,36.6628131173
다바592518,127.0440133036,36.6637145828
다바592519,127.0440079859,36.6646160482
다바592520,127.0440026680,36.6655175134
다바592521,127.0439973499,36.6664189785
다바592522,127.0439920315,36.6673204435
다바592523,127.0439867129,36.6682219084
다바592524,127.0439813941,36.6691233731
다바592525,127.0439760750,36.6700248376
다바592526,127.0439707557,36.6709263020
다바592527,127.0439654362,36.6718277663
다바592528,127.0439601164,36.6727292305
다바592529,127.0439547964,36.6736306945
다바592530,127.0439494761,36.6745321584
다바592531,127.0439441556,36.6754336221
다바592532,127.0439388349,36.6763350857
다바592533,127.0439335139,36.6772365492
다바592534,127.0439281927,36.6781380125
다바592535,127.0439228713,36.6790394757
다바592536,127.0439175496,36.6799409387
다바592537,127.0439122277,36.6808424016
다바592538,127.0439069055,36.6817438644
다바592539,127.0439015832,36.6826453270
다바592540,127.0438962605,36.6835467895
다바592541,127.0438909377,36.6844482519
다바592542,127.0438856146,36.6853497141
다바592543,127.0438802912,36.6862511762
다바592544,127.0438749677,36.6871526382
다바592545,127.0438696439,36.6880541000
다바592546,127.0438643198,36.6889555616
다바592547,127.0438589956,36.6898570232
