gid,경도,위도
다바745709,127.2145785952,36.8364277123
다바745710,127.2145752457,36.8373291689
다바745711,127.2145718960,36.8382306253
다바745712,127.2145685462,36.8391320816
다바745713,127.2145651962,36.8400335378
다바745714,127.2145618461,36.8409349938
다바745715,127.2145584958,36.8418364497
다바745716,127.2145551454,36.8427379054
다바745717,127.2145517948,36.8436393610
다바745718,127.2145484441,36.8445408165
다바745719,127.2145450932,36.8454422718
다바745720,127.2145417422,36.8463437270
다바745721,127.2145383910,36.8472451821
다바745722,127.2145350397,36.8481466370
다바745723,127.2145316882,36.8490480918
다바745724,127.2145283366,36.8499495465
다바745725,127.2145249849,36.8508510010
다바745726,127.2145216330,36.8517524553
다바745727,127.2145182809,36.8526539096
다바745728,127.2145149287,36.8535553637
다바745729,127.2145115763,36.8544568176
다바745730,127.2145082238,36.8553582715
다바745731,127.2145048711,36.8562597252
다바745732,127.2145015183,36.8571611787
다바745733,127.2144981654,36.8580626321
다바745734,127.2144948123,36.8589640854
다바745735,127.2144914590,36.8598655385
다바745736,127.2144881056,36.8607669915
다바745737,127.2144847521,36.8616684444
다바745738,127.2144813984,36.8625698971
다바745739,127.2144780445,36.8634713497
다바745740,127.2144746905,36.8643728022
다바745741,127.2144713363,36.8652742545
다바745742,127.2144679820,36.8661757067
다바745743,127.2144646276,36.8670771587
다바745744,127.2144612730,36.8679786106
다바745745,127.2144579183,36.8688800624
다바745746,127.2144545634,36.8697815140
다바745747,127.2144512083,36.8706829655
다바745748,127.2144478531,36.8715844169
다바745749,127.2144444978,36.8724858681
다바745750,127.2144411423,36.8733873191
다바745751,127.2144377866,36.8742887701
다바745752,127.2144344308,36.8751902209
다바745753,127.2144310749,36.8760916716
다바745754,127.2144277188,36.8769931221
다바745755,127.2144243626,36.8778945725
다바745756,127.2144210062,36.8787960227
다바745757,127.2144176496,36.8796974729
다바745758,127.2144142930,36.8805989228
다바745759,127.2144109361,36.8815003727
다바745760,127.2144075791,36.8824018224
다바745761,127.2144042220,36.8833032720
다바745762,127.2144008647,36.8842047214
다바745763,127.2143975073,36.8851061707
다바745764,127.2143941497,36.8860076198
다바745765,127.2143907920,36.8869090689
다바745766,127.2143874341,36.8878105177
다바745767,127.2143840760,36.8887119665
다바745768,127.2143807179,36.8896134151
다바745769,127.2143773595,36.8905148636
다바745770,127.2143740011,36.8914163119
다바745771,127.2143706424,36.8923177601
다바745772,127.2143672836,36.8932192082
다바745773,127.2143639247,36.8941206561
다바745774,127.2143605656,36.8950221039
다바745775,127.2143572064,36.8959235515
다바745776,127.2143538470,36.8968249990
다바745777,127.2143504875,36.8977264464
다바745778,127.2143471278,36.8986278936
다바745779,127.2143437680,36.8995293407
다바745780,127.2143404080,36.9004307877
다바745781,127.2143370479,36.9013322345
다바745782,127.2143336876,36.9022336812
다바745783,127.2143303272,36.9031351277
다바745784,127.2143269666,36.9040365741
다바745785,127.2143236059,36.9049380204
다바745786,127.2143202451,36.9058394666
다바745787,127.2143168840,36.9067409125
다바745788,127.2143135229,36.9076423584
다바745789,127.2143101615,36.9085438041
다바745790,127.2143068001,36.9094452497
다바745791,127.2143034385,36.9103466952
다바745792,127.2143000767,36.9112481405
다바745793,127.2142967148,36.9121495857
다바745794,127.2142933527,36.9130510307
다바745795,127.2142899905,36.9139524756
다바745796,127.2142866281,36.9148539204
다바745797,127.2142832656,36.9157553650
다바745798,127.2142799029,36.9166568095
다바745799,127.2142765401,36.9175582538
다바745800,127.2142731772,36.9184596980
다바745801,127.2142698140,36.9193611421
다바745802,127.2142664508,36.9202625860
다바745803,127.2142630874,36.9211640298
다바745804,127.2142597238,36.9220654735
다바745805,127.2142563601,36.9229669170
다바745806,127.2142529962,36.9238683604
다바745807,127.2142496322,36.9247698037
다바745808,127.2142462681,36.9256712468
다바745809,127.2142429037,36.9265726898
다바745810,127.2142395393,36.9274741326
다바745811,127.2142361747,36.9283755753
다바745812,127.2142328099,36.9292770179
다바745813,127.2142294450,36.9301784603
다바746575,127.2161458154,36.7156339660
다바746576,127.2161424989,36.7165354410
다바746577,127.2161391822,36.7174369159
다바746578,127.2161358653,36.7183383907
다바746579,127.2161325483,36.7192398653
다바746580,127.2161292312,36.7201413398
다바746581,127.2161259139,36.7210428141
다바746582,127.2161225965,36.7219442884
다바746583,127.2161192789,36.7228457624
다바746584,127.2161159612,36.7237472364
다바746585,127.2161126433,36.7246487102
다바746586,127.2161093253,36.7255501839
다바746587,127.2161060071,36.7264516574
다바746588,127.2161026888,36.7273531308
다바746589,127.2160993703,36.7282546041
다바746590,127.2160960517,36.7291560772
다바746591,127.2160927330,36.7300575502
다바746592,127.2160894141,36.7309590230
다바746593,127.2160860950,36.7318604957
다바746594,127.2160827758,36.7327619683
다바746595,127.2160794564,36.7336634407
다바746596,127.2160761370,36.7345649130
다바746597,127.2160728173,36.7354663852
다바746598,127.2160694975,36.7363678572
다바746599,127.2160661776,36.7372693291
다바746600,127.2160628575,36.7381708009
다바746601,127.2160595372,36.7390722725
다바746602,127.2160562169,36.7399737439
다바746603,127.2160528963,36.7408752153
다바746604,127.2160495757,36.7417766865
다바746605,127.2160462548,36.7426781576
다바746606,127.2160429338,36.7435796285
다바746607,127.2160396127,36.7444810993
다바746608,127.2160362915,36.7453825699
다바746609,127.2160329700,36.7462840404
다바746610,127.2160296485,36.7471855108
다바746611,127.2160263268,36.7480869811
다바746612,127.2160230049,36.7489884512
다바746613,127.2160196829,36.7498899211
다바746614,127.2160163607,36.7507913910
다바746615,127.2160130384,36.7516928607
다바746616,127.2160097160,36.7525943302
다바746617,127.2160063934,36.7534957996
다바746618,127.2160030706,36.7543972689
다바746619,127.2159997477,36.7552987381
다바746620,127.2159964247,36.7562002071
다바746621,127.2159931015,36.7571016759
다바746622,127.2159897782,36.7580031447
다바746623,127.2159864547,36.7589046133
다바746624,127.2159831311,36.7598060817
다바746625,127.2159798073,36.7607075500
다바746626,127.2159764833,36.7616090182
다바746627,127.2159731593,36.7625104863
다바746628,127.2159698350,36.7634119542
다바746629,127.2159665107,36.7643134220
다바746630,127.2159631861,36.7652148896
다바746631,127.2159598615,36.7661163571
다바746632,127.2159565367,36.7670178245
다바746633,127.2159532117,36.7679192917
다바746634,127.2159498866,36.7688207588
다바746635,127.2159465613,36.7697222257
다바746636,127.2159432359,36.7706236925
다바746637,127.2159399104,36.7715251592
다바746638,127.2159365847,36.7724266258
다바746639,127.2159332588,36.7733280922
다바746640,127.2159299328,36.7742295584
다바746641,127.2159266067,36.7751310245
다바746642,127.2159232804,36.7760324905
다바746643,127.2159199539,36.7769339564
다바746644,127.2159166273,36.7778354221
다바746645,127.2159133006,36.7787368877
다바746646,127.2159099737,36.7796383531
다바746647,127.2159066467,36.7805398184
다바746648,127.2159033195,36.7814412836
다바746649,127.2158999922,36.7823427486
다바746650,127.2158966647,36.7832442135
다바746651,127.2158933371,36.7841456783
다바746652,127.2158900093,36.7850471429
다바746653,127.2158866814,36.7859486074
다바746654,127.2158833533,36.7868500717
다바746655,127.2158800251,36.7877515359
다바746656,127.2158766967,36.7886530000
다바746657,127.2158733682,36.7895544639
다바746658,127.2158700395,36.7904559277
다바746659,127.2158667107,36.7913573914
다바746660,127.2158633818,36.7922588549
다바746661,127.2158600526,36.7931603183
다바746662,127.2158567234,36.7940617815
다바746663,127.2158533940,36.7949632446
다바746664,127.2158500644,36.7958647076
다바746665,127.2158467347,36.7967661704
다바746666,127.2158434049,36.7976676331
다바746667,127.2158400749,36.7985690957
다바746668,127.2158367448,36.7994705581
다바746669,127.2158334145,36.8003720204
다바746670,127.2158300840,36.8012734826
다바746671,127.2158267534,36.8021749446
다바746672,127.2158234227,36.8030764064
다바746673,127.2158200918,36.8039778682
다바746674,127.2158167608,36.8048793298
다바746675,127.2158134296,36.8057807912
다바746676,127.2158100983,36.8066822526
다바746677,127.2158067668,36.8075837138
다바746678,127.2158034352,36.8084851748
다바746679,127.2158001034,36.8093866357
다바746680,127.2157967715,36.8102880965
다바746681,127.2157934394,36.8111895571
다바746682,127.2157901072,36.8120910176
다바746683,127.2157867748,36.8129924780
다바746684,127.2157834423,36.8138939382
다바746685,127.2157801097,36.8147953983
다바746686,127.2157767768,36.8156968583
다바746687,127.2157734439,36.8165983181
다바746688,127.2157701108,36.8174997778
다바746689,127.2157667775,36.8184012373
다바746690,127.2157634441,36.8193026967
다바746691,127.2157601106,36.8202041560
다바746692,127.2157567769,36.8211056151
다바746693,127.2157534430,36.8220070741
다바746694,127.2157501090,36.8229085330
다바746695,127.2157467749,36.8238099917
다바746696,127.2157434406,36.8247114503
다바746697,127.2157401062,36.8256129087
다바746698,127.2157367716,36.8265143670
다바746699,127.2157334368,36.8274158252
다바746700,127.2157301019,36.8283172832
다바746701,127.2157267669,36.8292187411
다바746702,127.2157234317,36.8301201989
다바746703,127.2157200964,36.8310216565
다바746704,127.2157167609,36.8319231140
다바746705,127.2157134253,36.8328245713
다바746706,127.2157100895,36.8337260285
다바746707,127.2157067536,36.8346274856
다바746708,127.2157034175,36.8355289425
다바746709,127.2157000813,36.8364303993
다바746710,127.2156967449,36.8373318560
다바746711,127.2156934084,36.8382333125
다바746712,127.2156900717,36.8391347689
다바746713,127.2156867349,36.8400362251
다바746714,127.2156833980,36.8409376812
다바746715,127.2156800609,36.8418391372
다바746716,127.2156767236,36.8427405930
다바746717,127.2156733862,36.8436420487
다바746718,127.2156700486,36.8445435043
다바746719,127.2156667109,36.8454449597
다바746720,127.2156633731,36.8463464150
다바746721,127.2156600351,36.8472478702
다바746722,127.2156566969,36.8481493252
다바746723,127.2156533586,36.8490507800
다바746724,127.2156500202,36.8499522348
다바746725,127.2156466816,36.8508536894
다바746726,127.2156433428,36.8517551438
다바746727,127.2156400040,36.8526565982
다바746728,127.2156366649,36.8535580524
다바746729,127.2156333257,36.8544595064
다바746730,127.2156299864,36.8553609603
다바746731,127.2156266469,36.8562624141
다바746732,127.2156233073,36.8571638677
다바746733,127.2156199675,36.8580653212
다바746734,127.2156166275,36.8589667746
다바746735,127.2156132875,36.8598682278
다바746736,127.2156099472,36.8607696809
다바746737,127.2156066069,36.8616711339
다바746738,127.2156032663,36.8625725867
다바746739,127.2155999257,36.8634740394
다바746740,127.2155965848,36.8643754919
다바746741,127.2155932439,36.8652769443
다바746742,127.2155899027,36.8661783966
다바746743,127.2155865615,36.8670798487
다바746744,127.2155832201,36.8679813007
다바746745,127.2155798785,36.8688827526
다바746746,127.2155765368,36.8697842043
다바746747,127.2155731949,36.8706856558
다바746748,127.2155698529,36.8715871073
다바746749,127.2155665107,36.8724885586
다바746750,127.2155631684,36.8733900098
다바746751,127.2155598260,36.8742914608
다바746752,127.2155564834,36.8751929117
다바746753,127.2155531406,36.8760943624
다바746754,127.2155497977,36.8769958131
다바746755,127.2155464546,36.8778972635
다바746756,127.2155431114,36.8787987139
다바746757,127.2155397681,36.8797001641
다바746758,127.2155364246,36.8806016142
다바746759,127.2155330809,36.8815030641
다바746760,127.2155297371,36.8824045139
다바746761,127.2155263932,36.8833059635
다바746762,127.2155230491,36.8842074131
다바746763,127.2155197049,36.8851088624
다바746764,127.2155163605,36.8860103117
다바746765,127.2155130159,36.8869117608
다바746766,127.2155096712,36.8878132098
다바746767,127.2155063264,36.8887146586
다바746768,127.2155029814,36.8896161073
다바746769,127.2154996363,36.8905175558
다바746770,127.2154962910,36.8914190043
다바746771,127.2154929456,36.8923204526
다바746772,127.2154896000,36.8932219007
다바746773,127.2154862543,36.8941233487
다바746774,127.2154829084,36.8950247966
다바746775,127.2154795623,36.8959262443
다바746776,127.2154762162,36.8968276919
다바746777,127.2154728698,36.8977291394
다바746778,127.2154695234,36.8986305867
다바746779,127.2154661767,36.8995320339
다바746780,127.2154628300,36.9004334809
다바746781,127.2154594831,36.9013349278
다바746782,127.2154561360,36.9022363746
다바746783,127.2154527888,36.9031378212
다바746784,127.2154494414,36.9040392677
다바746785,127.2154460939,36.9049407141
다바746786,127.2154427462,36.9058421603
다바746787,127.2154393984,36.9067436064
다바746788,127.2154360504,36.9076450524
다바746789,127.2154327023,36.9085464982
다바746790,127.2154293541,36.9094479438
다바746791,127.2154260057,36.9103493894
다바746792,127.2154226571,36.9112508348
다바746793,127.2154193084,36.9121522800
다바746794,127.2154159595,36.9130537252
다바746795,127.2154126105,36.9139551701
다바746796,127.2154092614,36.9148566150
다바746797,127.2154059121,36.9157580597
다바746798,127.2154025626,36.9166595043
다바746799,127.2153992130,36.9175609487
다바746800,127.2153958633,36.9184623930
다바746801,127.2153925134,36.9193638372
다바746802,127.2153891633,36.9202652812
다바746803,127.2153858131,36.9211667251
다바746804,127.2153824628,36.9220681688
다바746805,127.2153791123,36.9229696125
다바746806,127.2153757616,36.9238710559
다바746807,127.2153724108,36.9247724993
다바746808,127.2153690599,36.9256739425
다바746809,127.2153657088,36.9265753855
다바746810,127.2153623575,36.9274768285
다바746811,127.2153590062,36.9283782713
다바746812,127.2153556546,36.9292797139
다바746813,127.2153523029,36.9301811564
다바747575,127.2172655434,36.7156366307
다바747576,127.2172622399,36.7165381059
다바747577,127.2172589363,36.7174395808
다바747578,127.2172556326,36.7183410557
다바747579,127.2172523287,36.7192425304
다바747580,127.2172490246,36.7201440050
다바747581,127.2172457204,36.7210454794
다바747582,127.2172424161,36.7219469537
다바747583,127.2172391116,36.7228484279
다바747584,127.2172358069,36.7237499019
다바747585,127.2172325021,36.7246513758
다바747586,127.2172291972,36.7255528496
다바747587,127.2172258921,36.7264543232
다바747588,127.2172225869,36.7273557967
다바747589,127.2172192815,36.7282572700
다바747590,127.2172159760,36.7291587433
다바747591,127.2172126703,36.7300602163
다바747592,127.2172093645,36.7309616893
다바747593,127.2172060586,36.7318631621
다바747594,127.2172027525,36.7327646347
다바747595,127.2171994462,36.7336661072
다바747596,127.2171961398,36.7345675796
다바747597,127.2171928332,36.7354690519
다바747598,127.2171895265,36.7363705240
다바747599,127.2171862197,36.7372719960
다바747600,127.2171829127,36.7381734678
다바747601,127.2171796056,36.7390749395
다바747602,127.2171762983,36.7399764111
다바747603,127.2171729908,36.7408778825
다바747604,127.2171696833,36.7417793538
다바747605,127.2171663755,36.7426808249
다바747606,127.2171630677,36.7435822959
다바747607,127.2171597596,36.7444837668
다바747608,127.2171564515,36.7453852376
다바747609,127.2171531432,36.7462867082
다바747610,127.2171498347,36.7471881786
다바747611,127.2171465261,36.7480896490
다바747612,127.2171432173,36.7489911192
다바747613,127.2171399084,36.7498925892
다바747614,127.2171365994,36.7507940591
다바747615,127.2171332902,36.7516955289
다바747616,127.2171299808,36.7525969986
다바747617,127.2171266713,36.7534984681
다바747618,127.2171233617,36.7543999374
다바747619,127.2171200519,36.7553014067
다바747620,127.2171167420,36.7562028758
다바747621,127.2171134319,36.7571043447
다바747622,127.2171101217,36.7580058135
다바747623,127.2171068113,36.7589072822
다바747624,127.2171035008,36.7598087508
다바747625,127.2171001901,36.7607102192
다바747626,127.2170968793,36.7616116874
다바747627,127.2170935683,36.7625131556
다바747628,127.2170902572,36.7634146236
다바747629,127.2170869459,36.7643160914
다바747630,127.2170836345,36.7652175592
다바747631,127.2170803230,36.7661190267
다바747632,127.2170770113,36.7670204942
다바747633,127.2170736994,36.7679219615
다바747634,127.2170703874,36.7688234287
다바747635,127.2170670753,36.7697248957
다바747636,127.2170637630,36.7706263626
다바747637,127.2170604506,36.7715278294
다바747638,127.2170571380,36.7724292960
다바747639,127.2170538252,36.7733307625
다바747640,127.2170505124,36.7742322288
다바747641,127.2170471993,36.7751336951
다바747642,127.2170438862,36.7760351611
다바747643,127.2170405728,36.7769366271
다바747644,127.2170372594,36.7778380929
다바747645,127.2170339458,36.7787395585
다바747646,127.2170306320,36.7796410241
다바747647,127.2170273181,36.7805424895
다바747648,127.2170240040,36.7814439547
다바747649,127.2170206898,36.7823454198
다바747650,127.2170173755,36.7832468848
다바747651,127.2170140610,36.7841483497
다바747652,127.2170107463,36.7850498144
다바747653,127.2170074315,36.7859512789
다바747654,127.2170041166,36.7868527434
다바747655,127.2170008015,36.7877542077
다바747656,127.2169974863,36.7886556718
다바747657,127.2169941709,36.7895571358
다바747658,127.2169908553,36.7904585997
다바747659,127.2169875397,36.7913600635
다바747660,127.2169842238,36.7922615271
다바747661,127.2169809079,36.7931629905
다바747662,127.2169775917,36.7940644539
다바747663,127.2169742755,36.7949659171
다바747664,127.2169709590,36.7958673801
다바747665,127.2169676425,36.7967688431
다바747666,127.2169643258,36.7976703058
다바747667,127.2169610089,36.7985717685
다바747668,127.2169576919,36.7994732310
다바747669,127.2169543747,36.8003746934
다바747670,127.2169510574,36.8012761556
다바747671,127.2169477400,36.8021776177
다바747672,127.2169444224,36.8030790797
다바747673,127.2169411047,36.8039805415
다바747674,127.2169377868,36.8048820032
다바747675,127.2169344687,36.8057834647
다바747676,127.2169311505,36.8066849261
다바747677,127.2169278322,36.8075863874
다바747678,127.2169245137,36.8084878485
다바747679,127.2169211951,36.8093893096
다바747680,127.2169178763,36.8102907704
다바747681,127.2169145574,36.8111922311
다바747682,127.2169112383,36.8120936917
다바747683,127.2169079191,36.8129951522
다바747684,127.2169045997,36.8138966125
다바747685,127.2169012802,36.8147980727
다바747686,127.2168979605,36.8156995327
다바747687,127.2168946407,36.8166009926
다바747688,127.2168913208,36.8175024524
다바747689,127.2168880007,36.8184039120
다바747690,127.2168846804,36.8193053715
다바747691,127.2168813600,36.8202068309
다바747692,127.2168780395,36.8211082901
다바747693,127.2168747188,36.8220097492
다바747694,127.2168713979,36.8229112081
다바747695,127.2168680769,36.8238126669
다바747696,127.2168647558,36.8247141256
다바747697,127.2168614345,36.8256155841
다바747698,127.2168581131,36.8265170425
다바747699,127.2168547915,36.8274185007
다바747700,127.2168514698,36.8283199589
다바747701,127.2168481479,36.8292214168
다바747702,127.2168448259,36.8301228747
다바747703,127.2168415037,36.8310243324
다바747704,127.2168381814,36.8319257900
다바747705,127.2168348589,36.8328272474
다바747706,127.2168315363,36.8337287047
다바747707,127.2168282135,36.8346301619
다바747708,127.2168248906,36.8355316189
다바747709,127.2168215675,36.8364330758
다바747710,127.2168182443,36.8373345325
다바747711,127.2168149210,36.8382359891
다바747712,127.2168115975,36.8391374456
다바747713,127.2168082738,36.8400389019
다바747714,127.2168049500,36.8409403581
다바747715,127.2168016261,36.8418418142
다바747716,127.2167983020,36.8427432701
다바747717,127.2167949777,36.8436447259
다바747718,127.2167916533,36.8445461815
다바747719,127.2167883288,36.8454476370
다바747720,127.2167850041,36.8463490924
다바747721,127.2167816793,36.8472505477
다바747722,127.2167783543,36.8481520028
다바747723,127.2167750292,36.8490534577
다바747724,127.2167717039,36.8499549125
다바747725,127.2167683785,36.8508563672
다바747726,127.2167650529,36.8517578218
다바747727,127.2167617272,36.8526592762
다바747728,127.2167584013,36.8535607305
다바747729,127.2167550753,36.8544621846
다바747730,127.2167517491,36.8553636386
다바747731,127.2167484228,36.8562650925
다바747732,127.2167450963,36.8571665462
다바747733,127.2167417697,36.8580679998
다바747734,127.2167384430,36.8589694532
다바747735,127.2167351161,36.8598709065
다바747736,127.2167317890,36.8607723597
다바747737,127.2167284618,36.8616738128
다바747738,127.2167251345,36.8625752657
다바747739,127.2167218070,36.8634767184
다바747740,127.2167184793,36.8643781711
다바747741,127.2167151515,36.8652796235
다바747742,127.2167118236,36.8661810759
다바747743,127.2167084955,36.8670825281
다바747744,127.2167051673,36.8679839802
다바747745,127.2167018389,36.8688854321
다바747746,127.2166985103,36.8697868839
다바747747,127.2166951817,36.8706883356
다바747748,127.2166918528,36.8715897871
다바747749,127.2166885238,36.8724912385
다바747750,127.2166851947,36.8733926898
다바747751,127.2166818654,36.8742941409
다바747752,127.2166785360,36.8751955919
다바747753,127.2166752065,36.8760970427
다바747754,127.2166718767,36.8769984934
다바747755,127.2166685469,36.8778999440
다바747756,127.2166652169,36.8788013944
다바747757,127.2166618867,36.8797028447
다바747758,127.2166585564,36.8806042949
다바747759,127.2166552259,36.8815057449
다바747760,127.2166518953,36.8824071948
다바747761,127.2166485646,36.8833086445
다바747762,127.2166452337,36.8842100941
다바747763,127.2166419026,36.8851115436
다바747764,127.2166385714,36.8860129929
다바747765,127.2166352401,36.8869144421
다바747766,127.2166319086,36.8878158912
다바747767,127.2166285769,36.8887173401
다바747768,127.2166252451,36.8896187889
다바747769,127.2166219132,36.8905202375
다바747770,127.2166185811,36.8914216860
다바747771,127.2166152489,36.8923231344
다바747772,127.2166119165,36.8932245826
다바747773,127.2166085839,36.8941260307
다바747774,127.2166052513,36.8950274787
다바747775,127.2166019184,36.8959289265
다바747776,127.2165985855,36.8968303742
다바747777,127.2165952523,36.8977318217
다바747778,127.2165919191,36.8986332692
다바747779,127.2165885856,36.8995347164
다바747780,127.2165852521,36.9004361636
다바747781,127.2165819183,36.9013376106
다바747782,127.2165785845,36.9022390574
다바747783,127.2165752505,36.9031405041
다바747784,127.2165719163,36.9040419507
다바747785,127.2165685820,36.9049433972
다바747786,127.2165652475,36.9058448435
다바747787,127.2165619129,36.9067462897
다바747788,127.2165585782,36.9076477357
다바747789,127.2165552433,36.9085491816
다바747790,127.2165519082,36.9094506274
다바747791,127.2165485730,36.9103520730
다바747792,127.2165452376,36.9112535185
다바747793,127.2165419022,36.9121549638
다바747794,127.2165385665,36.9130564090
다바747795,127.2165352307,36.9139578541
다바747796,127.2165318948,36.9148592990
다바747797,127.2165285587,36.9157607438
다바747798,127.2165252224,36.9166621885
다바747799,127.2165218860,36.9175636330
다바747800,127.2165185495,36.9184650774
다바747801,127.2165152128,36.9193665217
다바747802,127.2165118760,36.9202679658
다바747803,127.2165085390,36.9211694097
다바747804,127.2165052019,36.9220708536
다바747805,127.2165018646,36.9229722973
다바747806,127.2164985272,36.9238737408
다바747807,127.2164951896,36.9247751843
다바747808,127.2164918519,36.9256766276
다바747809,127.2164885140,36.9265780707
다바747810,127.2164851760,36.9274795137
다바747811,127.2164818378,36.9283809566
다바747812,127.2164784995,36.9292823993
다바747813,127.2164751610,36.9301838419
다바747814,127.2164718224,36.9310852844
다바748575,127.2183852715,36.7156392850
다바748576,127.2183819812,36.7165407602
다바748577,127.2183786906,36.7174422353
다바748578,127.2183754000,36.7183437102
다바748579,127.2183721091,36.7192451850
다바748580,127.2183688182,36.7201466597
다바748581,127.2183655271,36.7210481342
다바748582,127.2183622358,36.7219496086
다바748583,127.2183589444,36.7228510828
다바748584,127.2183556528,36.7237525570
다바748585,127.2183523611,36.7246540309
다바748586,127.2183490693,36.7255555048
다바748587,127.2183457773,36.7264569785
다바748588,127.2183424852,36.7273584521
다바748589,127.2183391929,36.7282599255
다바748590,127.2183359004,36.7291613988
다바748591,127.2183326079,36.7300628720
다바748592,127.2183293151,36.7309643450
다바748593,127.2183260223,36.7318658179
다바748594,127.2183227293,36.7327672906
다바748595,127.2183194361,36.7336687632
다바748596,127.2183161428,36.7345702357
다바748597,127.2183128493,36.7354717080
다바748598,127.2183095557,36.7363731802
다바748599,127.2183062620,36.7372746523
다바748600,127.2183029681,36.7381761242
다바748601,127.2182996740,36.7390775960
다바748602,127.2182963798,36.7399790676
다바748603,127.2182930855,36.7408805392
다바748604,127.2182897910,36.7417820105
다바748605,127.2182864964,36.7426834818
다바748606,127.2182832016,36.7435849529
다바748607,127.2182799067,36.7444864238
다바748608,127.2182766116,36.7453878947
다바748609,127.2182733164,36.7462893654
다바748610,127.2182700211,36.7471908359
다바748611,127.2182667256,36.7480923063
다바748612,127.2182634299,36.7489937766
다바748613,127.2182601341,36.7498952467
다바748614,127.2182568382,36.7507967168
다바748615,127.2182535421,36.7516981866
다바748616,127.2182502458,36.7525996563
다바748617,127.2182469494,36.7535011259
다바748618,127.2182436529,36.7544025954
다바748619,127.2182403562,36.7553040647
다바748620,127.2182370594,36.7562055339
다바748621,127.2182337624,36.7571070029
다바748622,127.2182304653,36.7580084718
다바748623,127.2182271680,36.7589099406
다바748624,127.2182238706,36.7598114093
다바748625,127.2182205731,36.7607128777
다바748626,127.2182172754,36.7616143461
다바748627,127.2182139775,36.7625158143
다바748628,127.2182106795,36.7634172824
다바748629,127.2182073814,36.7643187504
다바748630,127.2182040831,36.7652202182
다바748631,127.2182007846,36.7661216858
다바748632,127.2181974860,36.7670231534
다바748633,127.2181941873,36.7679246208
다바748634,127.2181908884,36.7688260880
다바748635,127.2181875894,36.7697275552
다바748636,127.2181842902,36.7706290221
다바748637,127.2181809909,36.7715304890
다바748638,127.2181776914,36.7724319557
다바748639,127.2181743918,36.7733334223
다바748640,127.2181710921,36.7742348887
다바748641,127.2181677922,36.7751363550
다바748642,127.2181644921,36.7760378212
다바748643,127.2181611919,36.7769392872
다바748644,127.2181578916,36.7778407531
다바748645,127.2181545911,36.7787422189
다바748646,127.2181512904,36.7796436845
다바748647,127.2181479896,36.7805451500
다바748648,127.2181446887,36.7814466153
다바748649,127.2181413876,36.7823480805
다바748650,127.2181380864,36.7832495456
다바748651,127.2181347850,36.7841510105
다바748652,127.2181314835,36.7850524753
다바748653,127.2181281818,36.7859539399
다바748654,127.2181248800,36.7868554045
다바748655,127.2181215781,36.7877568688
다바748656,127.2181182760,36.7886583331
다바748657,127.2181149737,36.7895597972
다바748658,127.2181116713,36.7904612612
다바748659,127.2181083687,36.7913627250
다바748660,127.2181050661,36.7922641887
다바748661,127.2181017632,36.7931656522
다바748662,127.2180984602,36.7940671157
다바748663,127.2180951571,36.7949685789
다바748664,127.2180918538,36.7958700421
다바748665,127.2180885504,36.7967715051
다바748666,127.2180852468,36.7976729680
다바748667,127.2180819431,36.7985744307
다바748668,127.2180786392,36.7994758933
다바748669,127.2180753352,36.8003773558
다바748670,127.2180720310,36.8012788181
다바748671,127.2180687267,36.8021802803
다바748672,127.2180654222,36.8030817423
다바748673,127.2180621176,36.8039832042
다바748674,127.2180588129,36.8048846660
다바748675,127.2180555080,36.8057861276
다바748676,127.2180522029,36.8066875891
다바748677,127.2180488977,36.8075890505
다바748678,127.2180455924,36.8084905117
다바748679,127.2180422869,36.8093919728
다바748680,127.2180389813,36.8102934338
다바748681,127.2180356755,36.8111948946
다바748682,127.2180323696,36.8120963552
다바748683,127.2180290635,36.8129978158
다바748684,127.2180257573,36.8138992762
다바748685,127.2180224509,36.8148007365
다바748686,127.2180191444,36.8157021966
다바748687,127.2180158377,36.8166036566
다바748688,127.2180125309,36.8175051164
다바748689,127.2180092240,36.8184065761
다바748690,127.2180059169,36.8193080357
다바748691,127.2180026096,36.8202094952
다바748692,127.2179993022,36.8211109545
다바748693,127.2179959947,36.8220124136
다바748694,127.2179926870,36.8229138727
다바748695,127.2179893791,36.8238153315
다바748696,127.2179860711,36.8247167903
다바748697,127.2179827630,36.8256182489
다바748698,127.2179794547,36.8265197074
다바748699,127.2179761463,36.8274211657
다바748700,127.2179728377,36.8283226239
다바748701,127.2179695290,36.8292240820
다바748702,127.2179662201,36.8301255399
다바748703,127.2179629111,36.8310269977
다바748704,127.2179596019,36.8319284554
다바748705,127.2179562926,36.8328299129
다바748706,127.2179529832,36.8337313703
다바748707,127.2179496736,36.8346328275
다바748708,127.2179463638,36.8355342847
다바748709,127.2179430539,36.8364357416
다바748710,127.2179397439,36.8373371985
다바748711,127.2179364337,36.8382386552
다바748712,127.2179331233,36.8391401117
다바748713,127.2179298128,36.8400415681
다바748714,127.2179265022,36.8409430244
다바748715,127.2179231914,36.8418444806
다바748716,127.2179198805,36.8427459366
다바748717,127.2179165694,36.8436473924
다바748718,127.2179132582,36.8445488482
다바748719,127.2179099468,36.8454503038
다바748720,127.2179066353,36.8463517592
다바748721,127.2179033236,36.8472532146
다바748722,127.2179000118,36.8481546697
다바748723,127.2178966998,36.8490561248
다바748724,127.2178933877,36.8499575797
다바748725,127.2178900755,36.8508590345
다바748726,127.2178867631,36.8517604891
